Sample	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed
p1k_00957	2.6	5177423	936249	5177423	701691186	3050629	696280356	0.7711127213731312
p1k_00958	2.6	12242455	2756825	12242455	1728414030	16022365	1700626302	1.6077009048578481
p1k_00959	2.6	2010232	246434	2010232	276735748	4343886	271056661	2.0521696387414323
p1k_00960	2.6	2109132	296736	2109132	244223736	14650788	228972304	6.244860655149425
p1k_00961	2.6	12516512	2358103	12516512	1748365714	29833256	1713062716	2.019199857175877
p1k_00962	2.6	2560311	373681	2560311	338464295	4686176	333190990	1.5580092428951775
p1k_00963	2.6	1605932	226743	1605932	201847514	5385626	196104256	2.845344927062119
p1k_00964	2.6	1950596	271124	1950596	253759807	5781111	247558494	2.4437727445150523
p1k_00965	2.6	2817804	456515	2817804	366599683	3016852	362848880	1.02313318148723
p1k_00966	2.6	2705790	480316	2705790	268498816	25793946	241684506	9.98675167342265
p1k_00967	2.6	13890018	2673525	13890018	1919455457	31377925	1881802433	1.9616513559970565
p1k_00968	2.6	3531816	672684	3531816	449350897	4761791	443193950	1.37018687202042
p1k_00969	2.6	4055833	813450	4055833	491625612	4156488	485707326	1.2038197066104035
p1k_00970	2.6	3601472	554204	3601472	488846942	2116739	485864794	0.6100371596474056
p1k_00971	2.6	4635227	783681	4635227	589563577	5631099	582662053	1.1706157349676303
p1k_00972	2.6	10353656	1372332	10353656	1421187045	11443591	1407337439	0.9745097275355475
p1k_00973	2.6	7022318	1217878	7022318	946654045	7603962	936910381	1.0292740047395035
p1k_00974	2.6	1835428	294065	1835428	242993099	1155496	241366420	0.669434237718825
p1k_00975	2.6	5450531	913559	5450531	769317288	3375448	764439607	0.6340272181690527
p1k_00976	2.6	2155003	336894	2155003	287638603	1390540	285698697	0.6744247746190034
p1k_00977	2.6	5729194	1035309	5729194	764908251	4224284	758841997	0.793069494553014
p1k_00978	2.6	6721034	1212617	6721034	883491368	6337498	874957881	0.965882328801655
p1k_00979	2.6	6259849	1116975	6259849	802211195	13007706	787202629	1.8708995952119567
p1k_00980	2.6	6657233	1157357	6657233	817832220	26162616	789639480	3.4472522982770233
p1k_00981	2.6	5561682	982643	5561682	754934311	3005160	750229307	0.6232335623701702
p1k_00982	2.6	1590846	252097	1590846	213230401	1280972	211543902	0.7909280253147393
p1k_00983	2.6	4884718	842773	4884718	672678071	2661366	668524425	0.6174790258622835
p1k_00984	2.6	4921387	714266	4921387	511581923	51590188	458544023	10.367430437920302
p1k_00985	2.6	3688116	530485	3688116	481382831	6706628	473828381	1.569322691527401
p1k_00986	2.6	2826300	431986	2826300	382174730	2046478	379439967	0.7155792325672605
p1k_00987	2.6	3661575	569759	3661575	486288467	3821863	481555062	0.9733738966093968
p1k_00988	2.6	11822461	2270255	11822461	1643696188	25173563	1613276874	1.850665239846623
p1k_00989	2.6	3012940	208370	3012940	206409406	68037546	137886895	33.19737812723515
p1k_00990	2.6	2162247	382092	2162247	267178600	11204098	255302333	4.445066708186958
p1k_00991	2.6	13988666	2661823	13988666	1922619912	34851313	1881728605	2.126853401693054
p1k_00992	2.6	4136185	749103	4136185	553553646	5786609	546354141	1.3005975214911691
p1k_00993	2.6	2477386	433009	2477386	326426828	4190012	321411620	1.5363957768814271
p1k_00994	2.6	2690576	406063	2690576	364897547	2182777	362089784	0.7694661208561098
p1k_00995	2.6	5887636	923435	5887636	790712448	2917985	786340815	0.5528726670558246
p1k_00996	2.6	4679281	314882	4679281	304971964	109501910	194716906	36.15252253154654
p1k_00997	2.6	13549291	2551712	13549291	1874722930	32276992	1836216314	2.0539897060948626
p1k_00998	2.6	11336030	2186737	11336030	1563165028	27409461	1530638431	2.0808165751773715
p1k_00999	2.6	3027429	522676	3027429	368517691	16756948	350789045	4.810799164591531
p1k_01000	2.6	14951500	3162412	14951500	2102423966	24266695	2058660518	2.081571020295342
p1k_01001	2.6	5184221	1080120	5184221	647543064	4352107	631875035	2.419611894723345
p1k_01002	2.6	8547082	1699850	8547082	1106471064	6417219	1092680812	1.246327396050187
p1k_01003	2.6	2471781	406349	2471781	344801520	1465444	342337489	0.7146230097825554
p1k_01004	2.6	2789945	462447	2789945	380803243	1934227	377933691	0.7535524060649872
p1k_01005	2.6	2987995	437715	2987995	408305960	1984956	405363416	0.7206713318610387
p1k_01006	2.6	2944219	450205	2944219	387477652	2001451	384317512	0.8155670355925456
p1k_01007	2.6	4290453	730639	4290453	574810454	4586410	568705079	1.0621544819711994
p1k_01008	2.6	10708852	2450334	10708852	1490047098	14801143	1463251242	1.798322753419436
p1k_01009	2.6	3635372	686674	3635372	512612315	2549385	508032068	0.8935109177000556
p1k_01010	2.6	3923457	759065	3923457	543924376	2854269	538948516	0.9148073187291756
p1k_01011	2.6	2730516	451715	2730516	379354881	1915986	376547854	0.7399475110483684
p1k_01012	2.6	2456004	350991	2456004	341202225	1791602	338551034	0.7770145695855295
p1k_01013	2.6	3551432	684403	3551432	496465786	2706929	491879923	0.9237017190948986
p1k_01014	2.6	2110368	355682	2110368	285797104	1036024	284039594	0.614950248061296
p1k_01015	2.6	3586375	457270	3586375	491900073	3404467	487512654	0.8919329841205369
p1k_01016	2.6	2379331	383740	2379331	319572760	1625888	317110471	0.7704940183262178
p1k_01017	2.6	9323363	1545468	9323363	1284366776	9944649	1271422782	1.0078113387760195
p1k_01018	2.6	2350548	460884	2350548	330976958	1784100	327644692	1.0067969746703636
p1k_01019	2.6	2333527	389072	2333527	319756011	1074208	317750290	0.6272660813247386
p1k_01020	2.6	6246777	1189429	6246777	866981649	6330130	858523484	0.9755875467209572
p1k_01021	2.6	1710475	266458	1710475	230382484	1138039	228812481	0.6814767219889859
p1k_01022	2.6	2175976	343867	2175976	290443468	1824931	288071526	0.8166621946546927
p1k_01023	2.6	2823036	448376	2823036	378098953	2026309	375342514	0.7290258219784068
p1k_01024	2.6	2104974	328077	2104974	277367257	1312376	275519195	0.6662870087798431
p1k_01025	2.6	3094989	494668	3094989	412416116	2261255	409353108	0.7426984254902396
p1k_01026	2.6	2780789	251317	2780789	379266865	7697905	371166717	2.1357383804145402
p1k_01027	2.6	2790938	421767	2790938	373948008	3656352	369631927	1.1541928042574303
p1k_01028	2.6	2132011	323421	2132011	284381793	3009325	280862998	1.2373489044005008
p1k_01029	2.6	2781172	457840	2781172	334047702	8429245	324843615	2.7553211547014325
p1k_01030	2.6	3405896	519605	3405896	434638280	7011918	426783485	1.8072027617999962
p1k_01031	2.6	10928714	2109493	10928714	1508213004	25608121	1477874450	2.011556319932115
p1k_01032	2.6	4159528	782445	4159528	529867413	5807697	522435649	1.4025704954986542
p1k_01033	2.6	4692069	851660	4692069	565924674	8382894	555690387	1.8084185882307016
p1k_01034	2.6	4571723	882358	4571723	635806382	3928644	630302253	0.865692631565941
p1k_01035	2.6	1678290	275499	1678290	220235531	941964	218848643	0.6297294508759351
p1k_01036	2.6	3452528	639983	3452528	491806489	2949385	487785466	0.8176026729895383
p1k_01037	2.6	4199744	790852	4199744	554439315	8873971	544091989	1.8662684481528875
p1k_01038	2.6	2757106	438098	2757106	376574330	1026480	374841434	0.46017369266779284
p1k_01039	2.6	1233667	196394	1233667	165428331	814089	164300872	0.6815392461403724
p1k_01040	2.6	1795021	295237	1795021	244868926	785542	243413824	0.5942370980954929
p1k_01041	2.6	2835162	439856	2835162	393611883	2012490	390736760	0.7304461892986092
p1k_01042	2.6	3221661	538540	3221661	435132610	3013033	430973770	0.9557638072678578
p1k_01043	2.6	3300886	564665	3300886	434704001	1888994	430803390	0.8973027602752615
p1k_01044	2.6	3412222	422042	3412222	463129839	4688918	457434289	1.229795517450993
p1k_01045	2.6	2700877	523353	2700877	379510916	1983182	376260013	0.856603292011764
p1k_01046	2.6	3069299	590490	3069299	429706772	2239723	425906843	0.8843074504769498
p1k_01047	2.6	6004353	1191601	6004353	834881275	4561563	825703024	1.0993480480203608
p1k_01048	2.6	2127810	343123	2127810	292465464	1337189	289114110	1.1458973494388383
p1k_01049	2.6	1973297	337388	1973297	266720099	990492	264932986	0.6700331196262791
p1k_01050	2.6	961526	163471	961526	130364348	458635	129548682	0.6256818006714535
p1k_01051	2.6	969487	160201	969487	130769661	515380	129937096	0.6366652583124766
p1k_01052	2.6	2084808	252259	2084808	297778654	3560869	293684446	1.3749165512716706
p1k_01053	2.6	2674248	452411	2674248	363494249	1602716	360635356	0.7865029523479475
p1k_01054	2.6	5148509	853520	5148509	690358640	5365613	683236577	1.0316468263510108
p1k_01055	2.6	3489718	573854	3489718	473104761	2019330	469898351	0.6777378425071482
