Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
p1k_00945	p1k_00945_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2994112.0	0.0	20-151	51.0	29.16871739074301	139.06922753724643	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00946	p1k_00946_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3795222.0	0.0	20-151	53.0	23.14876371918015	134.02781444669114	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00947	p1k_00947_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6610258.0	0.0	20-151	52.0	21.57798075979683	134.68052154696534	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
p1k_00948	p1k_00948_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5146046.0	0.0	20-151	56.0	22.874127141484674	134.69178588765044	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00949	p1k_00949_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5928802.0	0.0	20-151	51.0	22.50040823992884	125.56461963141963	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
p1k_00950	p1k_00950_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10619132.0	0.0	20-151	50.0	21.06198815807483	138.1352606785564	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00951	p1k_00951_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3831910.0	0.0	20-151	51.0	27.22358999901472	136.14946175666964	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00952	p1k_00952_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2764736.0	0.0	20-151	51.0	23.987309703494628	132.85193378318942	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00953	p1k_00953_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7415456.0	0.0	20-151	52.0	19.927296906543837	136.00378021257222	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
p1k_00954	p1k_00954_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8140183.0	0.0	20-151	54.0	21.480637162126705	133.4511420689191	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00955	p1k_00955_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6987825.0	0.0	20-151	50.0	22.60334908546563	131.51908612479562	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00956	p1k_00956_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4143057.0	0.0	20-151	51.0	26.12625047459663	130.3658132147349	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00957	p1k_00957_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5166352.0	0.0	20-151	51.0	20.447928634040352	134.5248546750202	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00958	p1k_00958_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12099455.0	0.0	20-151	51.0	16.925534640720656	138.25222185627368	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00959	p1k_00959_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1452977.0	0.0	20-151	59.0	37.21039469701884	129.97816207689453	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00960	p1k_00960_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1761410.0	0.0	20-151	57.0	37.311182895957934	128.05519271492724	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00961	p1k_00961_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12452169.0	0.0	20-151	51.0	19.207668243167728	137.98300368393652	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00962	p1k_00962_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2431655.0	0.0	20-151	51.0	23.872735858987454	136.6277391324016	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00963	p1k_00963_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1454213.0	0.0	20-151	52.0	29.604617023081737	134.37872925080438	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00964	p1k_00964_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1789551.0	0.0	20-151	51.0	34.66378690603718	137.5507431752434	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00965	p1k_00965_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2736275.0	0.0	20-151	51.0	29.432035031386782	131.87247626791898	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00966	p1k_00966_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2017297.0	0.0	20-151	52.0	44.75099265723684	119.49609105649787	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00967	p1k_00967_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13730970.0	0.0	20-151	51.0	15.967251033077263	136.87138541559702	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00968	p1k_00968_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3461363.0	0.0	20-151	51.0	25.311985696079788	127.94159439504034	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00969	p1k_00969_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4013169.0	0.0	20-151	51.0	26.76015117844419	120.93100813845616	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00970	p1k_00970_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3546869.0	0.0	20-151	51.0	26.642416076118092	136.17765527850057	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00971	p1k_00971_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4481983.0	0.0	20-151	51.0	24.275470791833495	129.44340373446306	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00972	p1k_00972_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10220839.0	0.0	20-151	63.0	17.307170985264904	137.58917560485983	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00973	p1k_00973_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6898250.0	0.0	20-151	51.0	19.05581108721258	135.7159196897764	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00974	p1k_00974_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1815013.0	0.0	20-151	51.0	33.93717481016351	132.80481847788417	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00975	p1k_00975_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5427120.0	0.0	20-151	50.0	23.614469818390276	140.70223838794794	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00976	p1k_00976_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2130137.0	0.0	20-151	51.0	28.16934637705838	134.02045783909674	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00977	p1k_00977_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5686802.0	0.0	20-151	52.0	22.742227271504227	133.30181163332222	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00978	p1k_00978_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6635365.0	0.0	20-151	52.0	22.151054708983615	131.7358350294219	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00979	p1k_00979_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5970659.0	0.0	20-151	51.0	22.671872004535995	131.75826253014952	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00980	p1k_00980_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5988154.0	0.0	20-151	51.0	22.15152759004338	131.77152224207995	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00981	p1k_00981_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5549423.0	0.0	20-151	50.0	19.594837312274414	135.13871406090328	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00982	p1k_00982_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1564742.0	0.0	20-151	51.0	35.00957593592043	134.8974450740122	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00983	p1k_00983_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4880822.0	0.0	20-151	51.0	23.51823902413849	136.91312405984073	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00984	p1k_00984_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3526819.0	0.0	20-151	52.0	28.976247067180914	129.83897642606553	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00985	p1k_00985_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3503214.0	0.0	20-151	51.0	20.65168369838865	134.86424066585712	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00986	p1k_00986_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2773807.0	0.0	20-151	51.0	31.082517977847505	136.05942410557043	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00987	p1k_00987_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3559223.0	0.0	20-151	51.0	27.172503440177586	134.61075577450472	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00988	p1k_00988_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11716562.0	0.0	20-151	50.0	19.326210347897074	137.90841562567587	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00989	p1k_00989_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1116577.0	0.0	20-151	58.0	44.024241583261734	120.66490980917573	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00990	p1k_00990_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1878301.0	0.0	20-151	51.0	31.94816351801891	135.7520589085562	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00991	p1k_00991_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13772421.0	0.0	20-151	51.0	16.314070907237067	136.47260695850062	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00992	p1k_00992_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4061975.0	0.0	20-151	52.0	27.12210036775983	134.17049957225242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00993	p1k_00993_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2409588.0	0.0	20-151	52.0	39.92309219144136	134.17139942595995	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00994	p1k_00994_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2633408.0	0.0	20-151	51.0	24.233335467922227	137.1022363416531	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00995	p1k_00995_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5814780.0	0.0	20-151	51.0	16.942447636049053	134.83241206030152	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00996	p1k_00996_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1588901.0	0.0	20-151	56.0	41.98318210761035	121.4528916527839	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00997	p1k_00997_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13469345.0	0.0	20-151	51.0	18.480089259444867	136.84079270372837	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00998	p1k_00998_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11271148.0	0.0	20-151	50.0	18.090254623773415	136.34637509861463	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00999	p1k_00999_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2600379.0	0.0	20-151	51.0	35.00206758439828	134.68379609280032	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_01000	p1k_01000_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14598256.0	0.0	20-151	50.0	15.741943553904553	137.0741043313667	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01001	p1k_01001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5137822.0	0.0	20-151	51.0	26.06324068179357	121.28765924549351	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_01002	p1k_01002_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8439710.0	0.0	20-151	51.0	22.868148201805305	127.62539328957986	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_01003	p1k_01003_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2384706.0	0.0	20-151	52.0	33.639554720483794	138.15895712091972	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_01004	p1k_01004_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2727167.0	0.0	20-151	52.0	27.236090158680632	135.52144148121477	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01005	p1k_01005_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2912582.0	0.0	20-151	51.0	24.52440808090315	135.61470406670097	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01006	p1k_01006_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2682576.0	0.0	20-151	51.0	28.819178136989514	128.8205105838567	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01007	p1k_01007_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4212744.0	0.0	20-151	51.0	24.478675627180202	132.65234512232408	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
p1k_01008	p1k_01008_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10615870.0	0.0	20-151	50.0	19.248375512765893	136.6517955664491	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_01009	p1k_01009_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3628703.0	0.0	20-151	51.0	31.639991441736797	139.75746044798927	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_01010	p1k_01010_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3910960.0	0.0	20-151	51.0	25.181381892196057	137.38412333544704	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01011	p1k_01011_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2609385.0	0.0	20-151	52.0	30.26493159493782	137.715738382799	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_01012	p1k_01012_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2376094.0	0.0	20-151	52.0	34.345503167206104	137.62764015228353	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01013	p1k_01013_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3501193.0	0.0	20-151	51.0	30.26307659069173	138.41464352293633	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_01014	p1k_01014_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2091823.0	0.0	20-151	51.0	27.5308679688738	134.6540634652167	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01015	p1k_01015_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2843912.0	0.0	20-151	52.0	25.76882595646431	132.92775971971002	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01016	p1k_01016_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2273170.0	0.0	20-151	51.0	31.994304616555873	132.61512513362396	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01017	p1k_01017_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9257844.0	0.0	20-151	51.0	18.558829824668997	136.66656351089952	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
p1k_01018	p1k_01018_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2345180.0	0.0	20-151	51.0	37.44890704234438	139.39705651591777	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_01019	p1k_01019_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2320699.0	0.0	20-151	51.0	32.10930910393662	136.1473917987641	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_01020	p1k_01020_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6188028.0	0.0	20-151	51.0	19.67203397626084	138.6249533777158	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01021	p1k_01021_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1689484.0	0.0	20-151	51.0	27.918221684076723	135.36414905379394	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01022	p1k_01022_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2139343.0	0.0	20-151	51.0	32.54113825331872	134.4161230807776	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_01023	p1k_01023_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2783679.0	0.0	20-151	51.0	29.625458581330903	134.5452449797552	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_01024	p1k_01024_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2082379.0	0.0	20-151	51.0	26.76565881304345	132.21034931681504	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01025	p1k_01025_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3053213.0	0.0	20-151	51.0	25.957179609147968	133.9890554638671	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_01026	p1k_01026_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2589535.0	0.0	20-151	66.0	26.501990598003616	139.85373435771288	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01027	p1k_01027_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2706515.0	0.0	20-151	51.0	30.475533592317483	136.13259080404137	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01028	p1k_01028_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2061656.0	0.0	20-151	51.0	32.6787401397046	135.87988539310146	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_01029	p1k_01029_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2556814.0	0.0	20-151	51.0	30.601886773187996	126.70720553000727	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01030	p1k_01030_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3229343.0	0.0	20-151	52.0	28.376537262957193	132.03407318454558	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_01031	p1k_01031_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10816425.0	0.0	20-151	50.0	17.241847015030235	136.45652052318582	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01032	p1k_01032_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4079304.0	0.0	20-151	51.0	30.403362192702453	127.99630549721228	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_01033	p1k_01033_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4558455.0	0.0	20-151	52.0	31.22914101592166	121.77803905051164	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01034	p1k_01034_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4550925.0	0.0	20-151	51.0	23.43423470534505	138.40343688371044	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_01035	p1k_01035_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1663710.0	0.0	20-151	51.0	31.2124929537174	131.46789644829929	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_01036	p1k_01036_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3437171.0	0.0	20-151	51.0	31.025094838031574	141.82798848238858	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_01037	p1k_01037_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4027104.0	0.0	20-151	51.0	28.365897361958307	134.96276704053335	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_01038	p1k_01038_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2747407.0	0.0	20-151	51.0	28.712262391315456	136.23848887332673	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_01039	p1k_01039_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1219759.0	0.0	20-151	51.0	40.298941834080075	134.44788847633015	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_01040	p1k_01040_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1777050.0	0.0	21-151	51.0	28.688534650766233	135.59800624630708	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_01041	p1k_01041_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2665503.0	0.0	20-151	52.0	30.822435428715423	137.4284538415451	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01042	p1k_01042_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3139670.0	0.0	20-151	52.0	29.67662684328756	133.56645316227502	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01043	p1k_01043_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3097774.0	0.0	20-151	51.0	30.18228416463684	129.30703498705844	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_01044	p1k_01044_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2587013.0	0.0	20-151	56.0	24.828352559117462	130.12235384978737	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01045	p1k_01045_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2694047.0	0.0	20-151	51.0	28.229804327504187	139.32769547079172	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_01046	p1k_01046_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3060293.0	0.0	20-151	51.0	31.05006221097283	138.77754777075268	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_01047	p1k_01047_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5964931.0	0.0	20-151	51.0	24.033052128607725	137.49894793418397	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_01048	p1k_01048_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2093275.0	0.0	20-151	52.0	33.599829079964785	135.6902771972149	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_01049	p1k_01049_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1957609.0	0.0	20-151	51.0	31.429593926042482	134.21157749070423	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_01050	p1k_01050_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	954469.0	0.0	20-151	51.0	32.17517814987566	134.7827095484505	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01051	p1k_01051_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	959218.0	0.0	20-151	52.0	32.045890601936755	134.088311520426	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_01052	p1k_01052_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2035292.0	0.0	20-151	64.0	30.03110882208442	140.9096360620491	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
