Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
p1k_00823	p1k_00823_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1544740.0	0.0	20-40	44.0	10.299815661067672	39.47474073306835	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00824	p1k_00824_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2277751.0	0.0	20-43	42.0	9.837135032487762	42.51962571852674	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00825	p1k_00825_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2898115.0	0.0	20-43	40.0	6.503939026439267	42.479520998994175	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00826	p1k_00826_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13037412.0	0.0	20-40	50.0	12.964674815520294	39.51209542200553	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00827	p1k_00827_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18975976.0	0.0	20-40	49.0	10.728375325747688	39.51779244450984	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00828	p1k_00828_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12629485.0	0.0	20-40	50.0	16.426175930767993	39.51111909947239	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00829	p1k_00829_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9760996.0	0.0	20-40	50.0	19.36234956417436	39.51499437147603	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00830	p1k_00830_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10615737.0	0.0	20-40	51.0	17.420508772884542	39.49883743351969	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00831	p1k_00831_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7723034.0	0.0	20-40	51.0	19.33626369407431	39.57899045893104	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00832	p1k_00832_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8848849.0	0.0	20-40	48.0	17.397169964176854	39.482785049219395	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00833	p1k_00833_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8309545.0	0.0	20-40	49.0	18.03098458178276	39.4837844912086	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00834	p1k_00834_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9108107.0	0.0	20-40	51.0	16.527726146790094	39.55351831066543	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00835	p1k_00835_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9556956.0	0.0	20-40	50.0	16.834581434551815	39.549049927612934	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00836	p1k_00836_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13755678.0	0.0	20-40	50.0	15.682916702051363	39.532105360419166	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00837	p1k_00837_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13136613.0	0.0	20-40	50.0	15.379893185350365	39.53046725209915	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00838	p1k_00838_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9941463.0	0.0	20-40	50.0	16.92709308957372	39.494729699240445	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00839	p1k_00839_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4977237.0	0.0	20-40	50.0	22.944825038156534	39.478817866217746	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00840	p1k_00840_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9184331.0	0.0	20-40	52.0	14.627757542622016	39.58012739305672	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00841	p1k_00841_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13591847.0	0.0	20-40	52.0	12.834118073747025	39.57162775596282	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00842	p1k_00842_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5021596.0	0.0	20-40	51.0	22.131623698281118	39.52953782024679	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00843	p1k_00843_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12935436.0	0.0	20-40	50.0	15.275162806079393	39.51609106952406	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00844	p1k_00844_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7137573.0	0.0	20-40	51.0	22.149728352248783	39.507959077966696	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00845	p1k_00845_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8064262.0	0.0	20-40	51.0	22.027939527124097	39.51423639261721	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00846	p1k_00846_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7890528.0	0.0	20-40	50.0	18.12039886684127	39.49826196675305	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00847	p1k_00847_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9378444.0	0.0	20-40	51.0	17.018856522997897	39.530109472317584	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00848	p1k_00848_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17400427.0	0.0	20-40	50.0	13.32009209132465	39.51817964007435	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00849	p1k_00849_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14431271.0	0.0	20-40	50.0	13.82076197061953	39.52052088828489	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00850	p1k_00850_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9244957.0	0.0	20-40	50.0	17.46474806830651	39.54988076201977	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00851	p1k_00851_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9992722.0	0.0	20-40	50.0	18.040964607525126	39.54823200325197	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00852	p1k_00852_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9345672.0	0.0	20-40	48.0	16.990425554217957	39.48424554167961	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00853	p1k_00853_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10172644.0	0.0	20-40	49.0	15.390177531710245	39.47957581136232	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00854	p1k_00854_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14869917.0	0.0	20-40	51.0	17.784185804948923	39.55883116227212	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00855	p1k_00855_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10404095.0	0.0	20-40	50.0	19.606370875573724	39.56731709966124	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00856	p1k_00856_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8283314.0	0.0	20-40	48.0	17.898628424666505	39.49426401075705	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00857	p1k_00857_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	120489386.0	0.0	20-40	47.0	7.242913092618726	39.46138615894349	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00858	p1k_00858_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8131772.0	0.0	20-40	46.0	19.416568576210366	39.439739825464855	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00859	p1k_00859_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8869446.0	0.0	20-40	46.0	17.43930931933707	39.458523565056936	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00860	p1k_00860_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13328094.0	0.0	20-40	50.0	17.571018206400446	39.568071248597136	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00861	p1k_00861_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11969078.0	0.0	20-40	51.0	20.12448024387809	39.5709380455203	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00862	p1k_00862_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9420885.0	0.0	20-40	50.0	19.027776634708186	39.53400471399449	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00863	p1k_00863_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10943929.0	0.0	20-40	50.0	17.79712470321642	39.528414977838395	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00864	p1k_00864_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9134120.0	0.0	20-40	51.0	19.05844363424614	39.56288060590402	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00865	p1k_00865_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10081797.0	0.0	20-40	52.0	17.26075059438445	39.57664065245511	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00866	p1k_00866_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11959133.0	0.0	20-40	48.0	17.66264976516545	39.50200938479403	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00867	p1k_00867_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12549106.0	0.0	20-40	48.0	16.804428207303275	39.519182083568346	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00868	p1k_00868_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7461474.0	0.0	20-40	49.0	20.701363918890372	39.51854861385297	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00869	p1k_00869_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7929680.0	0.0	20-40	49.0	19.083563924288114	39.4934685888964	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00870	p1k_00870_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8408593.0	0.0	20-40	51.0	21.578006547553503	39.570259852034695	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00871	p1k_00871_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4700292.0	0.0	20-40	51.0	26.12502240461942	39.572520388095036	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00872	p1k_00872_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20053868.0	0.0	20-40	49.0	14.227848618833564	39.50341126210664	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00873	p1k_00873_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10442342.0	0.0	20-40	49.0	17.40534738985428	39.483027179151954	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00874	p1k_00874_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8941790.0	0.0	20-40	49.0	18.737913664364026	39.55320825024967	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00875	p1k_00875_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9332122.0	0.0	20-40	48.0	17.788164178789536	39.55540786972138	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00876	p1k_00876_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7750728.0	0.0	20-40	47.0	18.250120620436057	39.5002265593632	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00877	p1k_00877_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	79090565.0	0.0	20-40	48.0	7.137885445049526	39.510233932454526	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00878	p1k_00878_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12372442.0	0.0	20-40	50.0	16.683690932428476	39.52649719432914	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00879	p1k_00879_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19609847.0	0.0	20-40	49.0	14.20589702417899	39.51088358822993	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00880	p1k_00880_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11733892.0	0.0	20-40	49.0	18.599971759642944	39.49873213423134	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00881	p1k_00881_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10205753.0	0.0	20-40	50.0	19.303969366107694	39.5244220588133	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00882	p1k_00882_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12746265.0	0.0	20-40	51.0	17.95661349283133	39.43591797283361	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00883	p1k_00883_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13555921.0	0.0	20-40	51.0	17.40499805922708	39.44012782311139	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00884	p1k_00884_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12796515.0	0.0	20-40	50.0	19.34043662753039	39.34174749922147	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00885	p1k_00885_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11893593.0	0.0	20-40	49.0	19.349976319455777	38.912789768407244	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00886	p1k_00886_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12188565.0	0.0	20-101	51.0	16.670862985061767	99.73203490320641	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00887	p1k_00887_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13015021.0	0.0	20-101	51.0	14.291480968850353	99.74298082192875	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00888	p1k_00888_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12627923.0	0.0	20-101	51.0	12.849847268864012	99.74505102699787	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00889	p1k_00889_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16604886.0	0.0	20-101	51.0	8.329152838312153	99.72980928625466	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00890	p1k_00890_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10120105.0	0.0	20-51	51.0	21.33752179682974	50.52981011560651	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00891	p1k_00891_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8723280.0	0.0	20-51	52.0	21.924170925345337	50.5298086270302	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00892	p1k_00892_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5004584.0	0.0	20-51	50.0	23.781030341434732	50.55430041737735	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00893	p1k_00893_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6517891.0	0.0	20-51	50.0	22.011736546231084	50.55247778767703	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00894	p1k_00894_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5123832.0	0.0	20-51	49.0	25.477215356816803	50.511272422671155	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00895	p1k_00895_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5804703.0	0.0	20-51	48.0	24.357689244035353	50.507308642664405	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00896	p1k_00896_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6328714.0	0.0	20-51	51.0	21.914880605047696	50.55881874263871	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00897	p1k_00897_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6151503.0	0.0	20-51	51.0	24.109266753102023	50.55318350653491	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00898	p1k_00898_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6029187.0	0.0	20-51	51.0	24.853719856848322	50.554337923172724	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00899	p1k_00899_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6392043.0	0.0	20-51	51.0	23.698740447737222	50.56020195733977	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00900	p1k_00900_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5705015.0	0.0	20-51	52.0	25.307791298893438	50.53141770880532	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00901	p1k_00901_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4787399.0	0.0	20-51	52.0	23.44362875647223	50.50784883399107	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00902	p1k_00902_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5480204.0	0.0	20-51	51.0	26.846828323554462	50.55006985141429	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00903	p1k_00903_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5965119.0	0.0	20-51	51.0	25.745126299657866	50.552658547130406	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00904	p1k_00904_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5594916.0	0.0	20-51	51.0	26.722048958278528	50.52387185080169	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00905	p1k_00905_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8245778.0	0.0	20-51	52.0	23.676910705255814	50.52478322845946	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00906	p1k_00906_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9678479.0	0.0	20-51	50.0	17.683011942812573	50.56211270386597	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00907	p1k_00907_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11202244.0	0.0	20-51	50.0	16.65304577904199	50.56526478087783	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00908	p1k_00908_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9657697.0	0.0	20-51	50.0	12.402482483415472	50.564694667890286	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00909	p1k_00909_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8265440.0	0.0	20-51	49.0	15.148672434962386	50.560035521399946	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00910	p1k_00910_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8580010.0	0.0	20-100	50.0	23.336646807521742	98.93188749197262	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00911	p1k_00911_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11806257.0	0.0	20-100	50.0	20.538198598294834	98.96009497336878	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00912	p1k_00912_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8750303.0	0.0	20-51	50.0	15.317900054225012	50.56942645300397	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00913	p1k_00913_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9287585.0	0.0	20-51	50.0	15.230311244758497	50.567038040567056	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00914	p1k_00914_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9185433.0	0.0	20-51	47.0	19.40620521324368	50.52339013305089	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00915	p1k_00915_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8821212.0	0.0	20-51	48.0	21.420018796081212	50.519908602128595	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00916	p1k_00916_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8261270.0	0.0	20-51	49.0	17.095556310079278	50.56542359709827	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00917	p1k_00917_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11036630.0	0.0	20-51	49.0	14.137995424832617	50.566145100451855	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00918	p1k_00918_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9847447.0	0.0	20-51	49.0	14.859147439576345	50.56544046390907	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00919	p1k_00919_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7819513.0	0.0	20-51	50.0	16.86468092741567	50.568333603384254	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00920	p1k_00920_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10249516.0	0.0	20-100	50.0	20.923755929140505	98.96529104398685	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00921	p1k_00921_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6252291.0	0.0	20-100	50.0	31.75444200054896	98.92513032422835	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00922	p1k_00922_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15266989.0	0.0	20-51	52.0	18.779757905516067	50.5675945662894	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00923	p1k_00923_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17069322.0	0.0	20-51	52.0	17.11373370243158	50.56469677002988	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00924	p1k_00924_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15544257.0	0.0	20-51	51.0	22.21545571715325	50.52959025317196	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00925	p1k_00925_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16013563.0	0.0	20-51	51.0	21.71258310259576	50.538213887814976	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00926	p1k_00926_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15140471.0	0.0	20-51	52.0	19.090709728002622	50.56964687558267	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00927	p1k_00927_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14737340.0	0.0	20-51	52.0	19.161703627373115	50.56988594956756	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00928	p1k_00928_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17274561.0	0.0	20-51	52.0	17.621456091152236	50.569108818452754	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00929	p1k_00929_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14173806.0	0.0	20-51	52.0	17.93788831058247	50.56857141970195	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00930	p1k_00930_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1706529.0	0.0	20-100	51.0	46.268724152302845	98.80063919218483	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00931	p1k_00931_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1303134.0	0.0	20-100	51.0	49.812711173426564	98.76117728491468	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00932	p1k_00932_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5781811.0	0.0	20-100	52.0	25.31016910747173	99.23960537623938	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00933	p1k_00933_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4429295.0	0.0	20-100	52.0	29.71771642170952	99.27095937389585	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00934	p1k_00934_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3602031.0	0.0	20-151	51.0	27.035703744600383	138.57038681788134	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00935	p1k_00935_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4433216.0	0.0	20-151	51.0	23.87236794093037	140.57284283012604	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00936	p1k_00936_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4175576.0	0.0	20-151	51.0	20.804830954556802	134.5213747755998	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00937	p1k_00937_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7887642.0	0.0	20-151	51.0	14.686766259420061	134.96411652557254	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00938	p1k_00938_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1604182.0	0.0	20-151	51.0	27.18490448556804	135.21029845740696	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00939	p1k_00939_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2618303.0	0.0	20-151	51.0	22.29725613990615	135.41986431669673	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00940	p1k_00940_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1761934.0	0.0	20-151	53.0	40.38556096872954	121.38073503320783	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00941	p1k_00941_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1105272.0	0.0	20-151	56.0	45.4869331566469	121.65031865459362	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00942	p1k_00942_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11472541.0	0.0	20-151	50.0	16.389142682840834	135.95580403678662	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00943	p1k_00943_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3317179.0	0.0	20-151	52.0	24.619138592574323	134.2348947705264	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00944	p1k_00944_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2682375.0	0.0	20-151	51.0	31.931919707166983	134.10774481569504	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
