Sample	Assigned	Unassigned: r RNA	Unassigned: Unmapped	Unassigned: Fragment Length	Unassigned: No Features	Unassigned: Overlapping Length	Unassigned: Ambiguity
p1k_00956	2898955.0	387481.0	224401.0	46818.0	406998.0	175432.0	2972.0
p1k_00957	3932063.0	112306.0	246675.0	12554.0	623286.0	235092.0	4376.0
p1k_00958	8296274.0	265394.0	1422500.0	15703.0	1588021.0	502079.0	9484.0
p1k_00959	845416.0	65177.0	319305.0	6486.0	164200.0	51404.0	989.0
p1k_00960	985531.0	166528.0	334260.0	10665.0	201655.0	61175.0	1596.0
p1k_00961	8924654.0	196815.0	1494681.0	16973.0	1206887.0	603361.0	8798.0
p1k_00962	1889132.0	19750.0	107480.0	9183.0	281077.0	122233.0	2800.0
p1k_00963	1080411.0	50210.0	72125.0	6347.0	174748.0	68928.0	1444.0
p1k_00964	1291520.0	66131.0	91993.0	7625.0	250309.0	80049.0	1924.0
p1k_00965	1951948.0	85485.0	141172.0	14966.0	419992.0	120161.0	2551.0
p1k_00966	1248147.0	53979.0	450212.0	19212.0	199700.0	45099.0	948.0
p1k_00967	9440339.0	278906.0	1864306.0	15138.0	1523222.0	599511.0	9548.0
p1k_00968	2421249.0	59638.0	247564.0	22138.0	552609.0	154772.0	3393.0
p1k_00969	2696716.0	182610.0	248024.0	41559.0	667287.0	173296.0	3677.0
p1k_00970	2551909.0	104712.0	168339.0	11588.0	547397.0	158867.0	4057.0
p1k_00971	3226940.0	75472.0	180601.0	16180.0	783823.0	194349.0	4618.0
p1k_00972	5543310.0	496740.0	2989494.0	36129.0	787204.0	361115.0	6847.0
p1k_00973	5330931.0	185755.0	396704.0	47171.0	616370.0	315669.0	5650.0
p1k_00974	1329815.0	171250.0	51628.0	4726.0	172261.0	83230.0	2103.0
p1k_00975	4236705.0	58970.0	290191.0	9228.0	577334.0	250043.0	4649.0
p1k_00976	1576255.0	96865.0	78158.0	5146.0	285871.0	85547.0	2295.0
p1k_00977	4120597.0	251312.0	375425.0	17053.0	651060.0	266495.0	4860.0
p1k_00978	4461593.0	369563.0	547666.0	30024.0	922355.0	299107.0	5057.0
p1k_00979	4559795.0	203894.0	330453.0	46698.0	547148.0	277979.0	4692.0
p1k_00980	3925671.0	929146.0	304977.0	21630.0	585909.0	216333.0	4488.0
p1k_00981	4220630.0	115549.0	328113.0	16011.0	620441.0	243866.0	4813.0
p1k_00982	1149323.0	72185.0	51021.0	3139.0	219687.0	67271.0	2116.0
p1k_00983	3803011.0	45716.0	235749.0	9104.0	533273.0	249819.0	4150.0
p1k_00984	2232043.0	390305.0	340362.0	17129.0	408210.0	135642.0	3128.0
p1k_00985	2603105.0	127908.0	148355.0	13205.0	439896.0	166802.0	3943.0
p1k_00986	2064004.0	82405.0	118556.0	9664.0	366095.0	130176.0	2907.0
p1k_00987	2559407.0	161081.0	157529.0	15187.0	502542.0	159821.0	3656.0
p1k_00988	7934635.0	280762.0	1336053.0	13362.0	1638136.0	504846.0	8768.0
p1k_00989	579918.0	118899.0	229688.0	11423.0	141961.0	33923.0	765.0
p1k_00990	1366951.0	60872.0	128751.0	3895.0	234963.0	81013.0	1856.0
p1k_00991	9440602.0	622219.0	1530935.0	30566.0	1543918.0	594171.0	10010.0
p1k_00992	2659568.0	297321.0	342454.0	16156.0	577250.0	165345.0	3881.0
p1k_00993	1537620.0	67963.0	300721.0	8113.0	390364.0	102394.0	2413.0
p1k_00994	1863986.0	95076.0	120760.0	9377.0	426465.0	114192.0	3552.0
p1k_00995	4215951.0	225419.0	229489.0	26050.0	849170.0	261592.0	7109.0
p1k_00996	866889.0	222036.0	230535.0	18089.0	200041.0	50296.0	1015.0
p1k_00997	9423133.0	372452.0	1649610.0	22359.0	1355468.0	637778.0	8545.0
p1k_00998	7382959.0	983822.0	1315600.0	16544.0	1029303.0	536567.0	6353.0
p1k_00999	1913923.0	81446.0	201195.0	8781.0	277546.0	115153.0	2335.0
p1k_01000	10315245.0	338738.0	1705466.0	19741.0	1544427.0	664152.0	10487.0
p1k_01001	3733659.0	108937.0	361681.0	45801.0	665351.0	217865.0	4528.0
p1k_01002	6279336.0	172989.0	530673.0	52580.0	1016021.0	379803.0	8308.0
p1k_01003	1851612.0	40731.0	114372.0	7038.0	263287.0	104180.0	3486.0
p1k_01004	1969685.0	193211.0	129034.0	11668.0	304306.0	115605.0	3658.0
p1k_01005	2203969.0	29048.0	142948.0	7763.0	399063.0	126001.0	3790.0
p1k_01006	1995392.0	52854.0	140599.0	9535.0	350353.0	132071.0	1772.0
p1k_01007	3027107.0	142256.0	175108.0	12718.0	670800.0	180609.0	4146.0
p1k_01008	7128474.0	217023.0	1211280.0	14741.0	1594836.0	442641.0	6875.0
p1k_01009	2629795.0	94404.0	278055.0	2692.0	435836.0	184366.0	3555.0
p1k_01010	2846739.0	145075.0	271107.0	4281.0	447451.0	192762.0	3545.0
p1k_01011	1949715.0	88574.0	119905.0	9925.0	323457.0	113590.0	4219.0
p1k_01012	1794734.0	42392.0	133545.0	6841.0	282586.0	112558.0	3438.0
p1k_01013	2447829.0	99446.0	251851.0	5242.0	510076.0	183499.0	3250.0
p1k_01014	1521962.0	58024.0	67519.0	4838.0	321501.0	115775.0	2204.0
p1k_01015	2036373.0	165746.0	210052.0	15356.0	279289.0	133828.0	3268.0
p1k_01016	1749872.0	22617.0	100426.0	9365.0	281339.0	107066.0	2485.0
p1k_01017	6735356.0	400168.0	370492.0	15875.0	1323325.0	401434.0	11194.0
p1k_01018	1723091.0	46397.0	193478.0	2688.0	267921.0	109575.0	2030.0
p1k_01019	1787683.0	85782.0	80936.0	4972.0	240493.0	117912.0	2921.0
p1k_01020	4364761.0	263454.0	450474.0	8734.0	842997.0	251551.0	6057.0
p1k_01021	1176466.0	192503.0	51497.0	3907.0	189449.0	73489.0	2173.0
p1k_01022	1609694.0	80292.0	75243.0	4298.0	270450.0	96550.0	2816.0
p1k_01023	2040977.0	121411.0	93700.0	6165.0	396086.0	121624.0	3716.0
p1k_01024	1343863.0	197439.0	71300.0	4523.0	382414.0	80647.0	2193.0
p1k_01025	2315316.0	222158.0	93074.0	7628.0	275879.0	135787.0	3371.0
p1k_01026	1299808.0	23946.0	1017660.0	4616.0	170426.0	70307.0	2772.0
p1k_01027	1991093.0	47539.0	132768.0	7142.0	408833.0	115694.0	3446.0
p1k_01028	1442205.0	88760.0	96400.0	7710.0	342008.0	81545.0	3028.0
p1k_01029	1954052.0	67460.0	121296.0	15858.0	268715.0	127498.0	1935.0
p1k_01030	2211198.0	277214.0	148479.0	19026.0	452549.0	116967.0	3910.0
p1k_01031	7799593.0	157581.0	1203264.0	16631.0	1116502.0	514209.0	8645.0
p1k_01032	3037407.0	62119.0	294627.0	19945.0	463561.0	197594.0	4051.0
p1k_01033	3301119.0	94685.0	355299.0	38037.0	551739.0	213854.0	3722.0
p1k_01034	3549112.0	53162.0	319185.0	5155.0	406560.0	213276.0	4475.0
p1k_01035	1127262.0	230375.0	62839.0	6671.0	171990.0	63012.0	1561.0
p1k_01036	2494076.0	79784.0	256616.0	4888.0	451767.0	146740.0	3300.0
p1k_01037	2914762.0	40733.0	288295.0	10861.0	603517.0	165824.0	3112.0
p1k_01038	2045693.0	57615.0	89444.0	6129.0	417934.0	126954.0	3638.0
p1k_01039	966049.0	22347.0	38869.0	2462.0	128886.0	59699.0	1447.0
p1k_01040	1328756.0	142493.0	57882.0	3654.0	157214.0	85110.0	1941.0
p1k_01041	1927673.0	54616.0	162725.0	9811.0	397496.0	109415.0	3767.0
p1k_01042	2080625.0	208826.0	208924.0	25960.0	492704.0	119282.0	3349.0
p1k_01043	2311597.0	143690.0	139459.0	16707.0	339745.0	144095.0	2481.0
p1k_01044	1610755.0	245481.0	374474.0	13653.0	239513.0	101621.0	1516.0
p1k_01045	2061586.0	32362.0	202654.0	2567.0	267479.0	124684.0	2715.0
p1k_01046	2307332.0	71236.0	227207.0	2686.0	311975.0	136802.0	3055.0
p1k_01047	3925234.0	435364.0	483112.0	10540.0	884747.0	220830.0	5104.0
p1k_01048	1449642.0	124772.0	126026.0	4008.0	305435.0	81183.0	2209.0
p1k_01049	1397841.0	75374.0	78766.0	6232.0	318518.0	78884.0	1994.0
p1k_01050	668830.0	40562.0	45768.0	1952.0	157882.0	38525.0	950.0
p1k_01051	683844.0	35717.0	46599.0	2057.0	150639.0	39384.0	978.0
p1k_01052	1145772.0	34016.0	639132.0	4266.0	147741.0	62024.0	2341.0
p1k_01053	1920470.0	65144.0	122266.0	11066.0	405904.0	106418.0	3222.0
p1k_01054	3742553.0	198947.0	201003.0	14731.0	612146.0	225433.0	5290.0
p1k_01055	2540182.0	57053.0	136203.0	14234.0	456928.0	140982.0	4943.0
